id,Date,Product,Category,Region,Units_Sold,Revenue,Cost,Logistics_Cost,Overhead_Cost,Total_Cost,Net_Profit,Loss,Profit_Status,Loss_Percentage,Loss_Reason,Customer_Age,Gender,Season,Festival,Trend
187,2025-04-30,Headphones,Electronics,North,192,390336,408612,5695,8438,422745,0,32409,Loss,7.67,High Cost,37,Male,Summer,Valentine,Low Demand
188,2025-02-05,Gift Hampers,Fashion,East,123,349320,344624,16787,11812,373223,0,23903,Loss,6.4,High Logistics,24,Male,Spring,Holi,High Demand
189,2025-03-23,T-Shirt,Food,North,73,83001,112207,5339,11213,128759,0,45758,Loss,35.54,Low Sales,18,Male,Summer,None,High Demand
190,2025-07-11,Smartphone,Gift,South,62,268212,258966,13486,9862,282314,0,14102,Loss,5.0,Low Sales,49,Male,Monsoon,Diwali,Stable
191,2025-02-23,Cooler,Food,South,132,424116,409175,7422,14066,430663,0,6547,Loss,1.52,High Logistics,23,Female,Spring,Holi,High Demand
192,2025-05-06,Cooler,Electronics,North,170,202300,168276,5144,14979,188399,13901,0,Profit,0,None,50,Male,Summer,Diwali,Low Demand
193,2025-03-04,Backpack,Gift,East,68,173196,139507,5897,5944,151348,21848,0,Profit,0,None,20,Male,Spring,None,Trending
194,2025-03-23,Cooler,Gift,West,163,497476,475690,18680,11058,505428,0,7952,Loss,1.57,Off Season,50,Male,Winter,Diwali,Stable
195,2025-03-25,Umbrella,Accessories,West,188,799188,809135,9019,6814,824968,0,25780,Loss,3.12,High Cost,27,Male,Summer,Ugadi,High Demand
196,2025-04-05,TV,Electronics,South,35,159355,137291,13438,8637,159366,0,11,Loss,0.01,Low Sales,24,Female,Spring,Ugadi,High Demand
197,2025-05-16,Sweets,Electronics,South,148,485884,519147,19363,11390,549900,0,64016,Loss,11.64,High Logistics,35,Female,Monsoon,Valentine,Seasonal Spike
198,2025-05-22,Watch,Fashion,West,145,280575,254396,9387,14413,278196,2379,0,Profit,0,None,29,Male,Summer,None,Stable
199,2025-03-05,T-Shirt,Electronics,East,34,126174,89392,17060,13995,120447,5727,0,Profit,0,None,20,Female,Summer,Diwali,High Demand
200,2025-06-11,Refrigerator,Accessories,West,137,191937,232413,9258,8717,250388,0,58451,Loss,23.34,Off Season,39,Male,Summer,None,High Demand
201,2025-07-02,Backpack,Fashion,South,39,101985,109238,10059,6526,125823,0,23838,Loss,18.95,High Logistics,34,Male,Spring,None,Trending
202,2025-02-16,Shoes,Accessories,East,78,317538,363790,16739,8593,389122,0,71584,Loss,18.4,Low Sales,38,Male,Summer,Ugadi,Low Demand
203,2025-01-13,Laptop,Electronics,South,52,162292,114091,18376,12788,145255,17037,0,Profit,0,None,50,Male,Spring,Holi,Low Demand
204,2025-07-10,Saree,Food,West,190,399570,350476,7361,14549,372386,27184,0,Profit,0,None,38,Male,Spring,Diwali,Low Demand
205,2025-03-21,Cooler,Electronics,North,24,81264,117130,11916,14270,143316,0,62052,Loss,43.3,Off Season,24,Female,Monsoon,Diwali,High Demand
206,2025-04-29,Shoes,Food,North,196,681688,654149,17632,7396,679177,2511,0,Profit,0,None,40,Female,Spring,None,Low Demand
207,2025-06-04,Gift Hampers,Accessories,North,59,96642,77443,17069,11083,105595,0,8953,Loss,8.48,Low Sales,40,Female,Winter,Ugadi,Seasonal Spike
208,2025-06-30,T-Shirt,Food,West,136,377400,340301,15213,9962,365476,11924,0,Profit,0,None,37,Female,Monsoon,None,Seasonal Spike
209,2025-02-23,Watch,Food,South,127,373380,401266,9669,8457,419392,0,46012,Loss,10.97,High Logistics,27,Female,Monsoon,None,Seasonal Spike
210,2025-05-29,Raincoat,Accessories,North,120,509040,520303,18615,9610,548528,0,39488,Loss,7.2,Low Sales,39,Male,Summer,Ugadi,Low Demand
211,2025-02-18,Umbrella,Food,North,116,493696,489584,14306,6280,510170,0,16474,Loss,3.23,High Logistics,23,Female,Winter,Ugadi,Trending
212,2025-06-12,Headphones,Food,North,162,583200,553208,9427,7623,570258,12942,0,Profit,0,None,25,Male,Winter,Ugadi,Trending
213,2025-06-29,Cooler,Gift,East,28,100100,119924,19227,10648,149799,0,49699,Loss,33.18,Low Sales,23,Male,Winter,Holi,Stable
214,2025-01-12,Laptop,Electronics,North,64,82368,55835,12327,7565,75727,6641,0,Profit,0,None,43,Female,Winter,None,Low Demand
215,2025-03-20,Mobile,Food,West,129,240198,265659,13891,11544,291094,0,50896,Loss,17.48,Low Sales,39,Female,Monsoon,Diwali,Stable
216,2025-02-09,Smartphone,Accessories,West,76,78812,105430,14812,10683,130925,0,52113,Loss,39.8,Off Season,46,Female,Winter,Holi,Low Demand
217,2025-06-24,Jeans,Food,North,142,438922,415097,15037,6751,436885,2037,0,Profit,0,None,18,Male,Monsoon,Diwali,High Demand
218,2025-05-12,Refrigerator,Food,South,193,614512,602953,8236,7513,618702,0,4190,Loss,0.68,Off Season,50,Male,Spring,Holi,Low Demand
219,2025-02-17,Cooler,Food,East,137,650887,647475,19571,8315,675361,0,24474,Loss,3.62,High Cost,25,Female,Summer,Ugadi,Seasonal Spike
220,2025-01-05,Raincoat,Gift,North,86,179654,197500,8226,10454,216180,0,36526,Loss,16.9,High Logistics,46,Male,Monsoon,None,Trending
221,2025-07-13,Watch,Electronics,East,77,301763,348527,10666,9469,368662,0,66899,Loss,18.15,Low Sales,40,Female,Monsoon,Valentine,Low Demand
222,2025-06-25,T-Shirt,Electronics,North,165,781770,758608,9597,13485,781690,80,0,Profit,0,None,28,Male,Winter,Valentine,Seasonal Spike
223,2025-03-25,Saree,Food,East,178,484694,520887,15048,7586,543521,0,58827,Loss,10.82,Off Season,18,Male,Summer,Ugadi,Low Demand
224,2025-04-22,Watch,Accessories,West,115,500595,522204,19215,10041,551460,0,50865,Loss,9.22,Low Sales,27,Male,Summer,Valentine,High Demand
225,2025-07-01,Headphones,Gift,East,134,378282,356090,19327,7019,382436,0,4154,Loss,1.09,Off Season,41,Female,Winter,Holi,Low Demand
226,2025-01-22,Refrigerator,Gift,East,107,180081,210115,14443,5360,229918,0,49837,Loss,21.68,High Logistics,38,Female,Spring,Diwali,Stable
227,2025-01-08,Watch,Fashion,East,145,335385,295017,9857,9382,314256,21129,0,Profit,0,None,50,Female,Summer,Ugadi,Trending
228,2025-06-18,Headphones,Food,West,54,233226,276771,18838,7954,303563,0,70337,Loss,23.17,High Cost,19,Female,Summer,None,High Demand
229,2025-01-19,Mobile,Gift,West,38,133076,95990,18237,9769,123996,9080,0,Profit,0,None,25,Female,Summer,Holi,Low Demand
230,2025-07-08,AC,Fashion,East,106,111830,157455,18432,9629,185516,0,73686,Loss,39.72,High Cost,31,Male,Winter,Diwali,Trending
231,2025-04-23,Headphones,Accessories,East,172,205196,166196,5869,6168,178233,26963,0,Profit,0,None,36,Female,Winter,Diwali,Seasonal Spike
232,2025-04-29,Watch,Electronics,South,172,187136,156685,18018,9143,183846,3290,0,Profit,0,None,49,Male,Monsoon,None,Seasonal Spike
233,2025-01-07,Cooler,Food,North,84,386652,414846,5393,12227,432466,0,45814,Loss,10.59,Low Sales,37,Female,Summer,Valentine,High Demand
234,2025-02-07,Raincoat,Food,East,66,203478,191607,14115,6322,212044,0,8566,Loss,4.04,High Logistics,18,Male,Winter,Holi,Stable
235,2025-04-03,Umbrella,Food,West,73,260537,270392,18563,13136,302091,0,41554,Loss,13.76,Low Sales,47,Male,Spring,None,High Demand
236,2025-06-20,Jeans,Fashion,South,185,403300,371793,14527,8635,394955,8345,0,Profit,0,None,45,Female,Spring,Holi,Stable
237,2025-01-01,Laptop,Food,North,146,478442,450653,15511,14597,480761,0,2319,Loss,0.48,High Logistics,24,Male,Summer,Holi,Stable
238,2025-02-03,Saree,Accessories,North,166,631962,639544,17033,14175,670752,0,38790,Loss,5.78,Off Season,32,Female,Monsoon,None,Trending
239,2025-01-20,Jeans,Electronics,East,139,687216,692492,19107,12154,723753,0,36537,Loss,5.05,Low Sales,44,Male,Winter,Holi,High Demand
240,2025-02-21,Sweets,Electronics,South,68,265268,271995,19745,12878,304618,0,39350,Loss,12.92,High Logistics,26,Female,Spring,Ugadi,Trending
241,2025-04-24,Saree,Gift,West,22,70840,117494,8570,7872,133936,0,63096,Loss,47.11,High Logistics,34,Male,Summer,None,Trending
242,2025-03-27,Watch,Accessories,East,90,423090,445754,15231,12539,473524,0,50434,Loss,10.65,Off Season,39,Female,Monsoon,None,Trending
243,2025-06-16,Backpack,Fashion,North,44,98164,127734,12874,7144,147752,0,49588,Loss,33.56,Low Sales,33,Female,Monsoon,Holi,Low Demand
244,2025-02-09,Refrigerator,Food,North,107,438165,418888,15140,10019,444047,0,5882,Loss,1.32,Low Sales,24,Female,Winter,Holi,Stable
245,2025-06-05,Backpack,Gift,South,34,98872,68565,7063,12328,87956,10916,0,Profit,0,None,37,Female,Summer,Holi,Trending
246,2025-06-12,Fan,Fashion,North,53,175324,211620,11979,14924,238523,0,63199,Loss,26.5,High Cost,49,Female,Spring,Ugadi,Trending
247,2025-07-03,Smartphone,Food,West,182,629902,637568,7220,9036,653824,0,23922,Loss,3.66,Off Season,38,Male,Monsoon,Diwali,Stable
248,2025-03-17,Shoes,Food,South,104,360256,353810,15872,5642,375324,0,15068,Loss,4.01,Low Sales,32,Female,Summer,Ugadi,Low Demand
249,2025-05-20,Headphones,Gift,North,68,255000,215981,15207,10652,241840,13160,0,Profit,0,None,19,Female,Monsoon,Diwali,Stable
250,2025-05-09,Watch,Fashion,West,109,329507,317574,18067,5271,340912,0,11405,Loss,3.35,High Cost,27,Male,Spring,Valentine,High Demand
251,2025-05-02,Mobile,Electronics,South,171,345249,308668,16715,6345,331728,13521,0,Profit,0,None,26,Male,Monsoon,Ugadi,Trending
252,2025-01-11,T-Shirt,Electronics,West,177,857919,816989,6863,6916,830768,27151,0,Profit,0,None,41,Male,Summer,Valentine,High Demand
253,2025-01-15,Raincoat,Electronics,West,87,265002,237534,10767,13457,261758,3244,0,Profit,0,None,23,Male,Monsoon,Holi,Stable
254,2025-01-15,Headphones,Gift,North,155,178715,161665,11009,12613,185287,0,6572,Loss,3.55,Low Sales,35,Female,Spring,Ugadi,Seasonal Spike
255,2025-02-08,Saree,Gift,North,33,132924,120753,10563,9144,140460,0,7536,Loss,5.37,High Cost,25,Female,Winter,None,Stable
256,2025-03-03,T-Shirt,Gift,East,115,214360,219566,7546,8264,235376,0,21016,Loss,8.93,Low Sales,38,Male,Summer,Ugadi,Low Demand
257,2025-02-19,T-Shirt,Gift,North,110,382580,410370,17283,6088,433741,0,51161,Loss,11.8,High Cost,27,Male,Spring,Diwali,Stable
258,2025-03-15,Headphones,Gift,East,152,693880,668578,8043,12441,689062,4818,0,Profit,0,None,43,Male,Spring,Holi,Seasonal Spike
259,2025-07-08,AC,Accessories,East,157,465034,440638,15748,6529,462915,2119,0,Profit,0,None,43,Male,Summer,Ugadi,Trending
260,2025-01-12,Smartphone,Accessories,West,168,429912,473643,11105,9246,493994,0,64082,Loss,12.97,High Cost,32,Male,Spring,Diwali,Stable
261,2025-03-28,Gift Hampers,Fashion,South,186,891498,930879,9518,6609,947006,0,55508,Loss,5.86,Off Season,27,Male,Winter,Holi,Stable
262,2025-05-25,Sweets,Food,East,163,814837,843055,10955,11254,865264,0,50427,Loss,5.83,High Cost,21,Male,Spring,Valentine,Stable
263,2025-05-20,Cooler,Fashion,East,45,104580,90516,18106,7118,115740,0,11160,Loss,9.64,Off Season,19,Male,Monsoon,Diwali,High Demand
264,2025-05-07,Jeans,Electronics,South,110,296010,267619,11543,11279,290441,5569,0,Profit,0,None,29,Male,Winter,Ugadi,High Demand
265,2025-03-02,Jeans,Gift,West,143,531245,519677,7800,9242,536719,0,5474,Loss,1.02,Low Sales,46,Female,Winter,Holi,Seasonal Spike
266,2025-02-24,Saree,Food,East,172,837124,863609,12342,6640,882591,0,45467,Loss,5.15,High Cost,29,Male,Summer,Diwali,Low Demand
267,2025-01-23,Saree,Electronics,South,43,163572,208303,5507,6224,220034,0,56462,Loss,25.66,Off Season,19,Female,Winter,Diwali,Stable
268,2025-04-01,Raincoat,Electronics,South,128,324736,335323,16712,12122,364157,0,39421,Loss,10.83,Low Sales,25,Female,Winter,Holi,Stable
269,2025-04-04,Smartphone,Food,East,25,111000,77743,5927,8292,91962,19038,0,Profit,0,None,46,Female,Spring,Holi,High Demand
270,2025-04-03,Sweets,Accessories,South,105,215040,189424,17482,9451,216357,0,1317,Loss,0.61,High Logistics,22,Female,Monsoon,Holi,Low Demand
271,2025-04-02,Jeans,Gift,North,84,322476,273946,5590,9222,288758,33718,0,Profit,0,None,37,Female,Summer,None,Seasonal Spike
272,2025-06-30,Cooler,Fashion,East,101,294617,247660,16843,14027,278530,16087,0,Profit,0,None,47,Male,Winter,Holi,High Demand
273,2025-03-21,Umbrella,Gift,North,77,177023,209347,12512,12543,234402,0,57379,Loss,24.48,Off Season,23,Male,Winter,Diwali,Stable
274,2025-07-19,Raincoat,Accessories,South,199,464466,435799,16156,7789,459744,4722,0,Profit,0,None,44,Male,Spring,Diwali,Trending
275,2025-07-20,Umbrella,Fashion,South,71,220313,197376,6463,5394,209233,11080,0,Profit,0,None,21,Male,Winter,Ugadi,Stable
276,2025-06-13,Watch,Fashion,West,83,386863,423943,5898,12987,442828,0,55965,Loss,12.64,High Logistics,23,Male,Spring,Diwali,Low Demand
277,2025-04-10,Refrigerator,Food,East,128,631424,587007,8194,11227,606428,24996,0,Profit,0,None,33,Female,Summer,Ugadi,Trending
278,2025-05-01,Headphones,Gift,North,80,362480,342444,16917,9121,368482,0,6002,Loss,1.63,High Cost,25,Female,Winter,None,Low Demand
279,2025-05-06,Jeans,Gift,East,103,326613,296613,17019,9960,323592,3021,0,Profit,0,None,23,Male,Spring,Holi,Stable
280,2025-02-27,AC,Accessories,South,106,142146,110752,19813,13278,143843,0,1697,Loss,1.18,Low Sales,32,Female,Monsoon,Diwali,Stable
281,2025-01-24,TV,Fashion,West,140,484820,524725,6595,13706,545026,0,60206,Loss,11.05,High Cost,24,Male,Monsoon,None,Stable
282,2025-02-25,Refrigerator,Fashion,North,175,471100,448879,18362,9522,476763,0,5663,Loss,1.19,Off Season,31,Female,Winter,Diwali,High Demand
283,2025-01-21,Laptop,Food,West,120,484680,480969,17351,6633,504953,0,20273,Loss,4.01,Off Season,28,Male,Summer,Diwali,Stable
284,2025-07-06,T-Shirt,Accessories,West,31,102238,151077,11223,14413,176713,0,74475,Loss,42.14,Low Sales,24,Female,Winter,Diwali,Seasonal Spike
285,2025-07-15,Laptop,Gift,West,166,679106,697875,6077,8526,712478,0,33372,Loss,4.68,Low Sales,36,Female,Spring,Ugadi,Stable
286,2025-03-23,Raincoat,Fashion,South,147,691782,665930,16341,8368,690639,1143,0,Profit,0,None,25,Male,Monsoon,None,High Demand
287,2025-01-22,T-Shirt,Food,North,152,162336,182730,10746,9551,203027,0,40691,Loss,20.04,High Logistics,50,Male,Summer,Valentine,Trending
288,2025-01-15,Mobile,Accessories,West,121,574508,529341,6619,6212,542172,32336,0,Profit,0,None,49,Female,Summer,Holi,Stable
289,2025-04-04,Gift Hampers,Gift,North,199,581080,542795,12790,11916,567501,13579,0,Profit,0,None,21,Female,Monsoon,None,Seasonal Spike
290,2025-04-02,Sweets,Electronics,West,47,54943,75246,18389,14631,108266,0,53323,Loss,49.25,High Logistics,32,Female,Spring,Valentine,Stable
291,2025-04-19,Smartphone,Fashion,West,186,215388,233017,15680,9556,258253,0,42865,Loss,16.6,High Logistics,41,Male,Spring,Ugadi,High Demand
292,2025-03-28,Cooler,Electronics,North,80,383920,426000,10630,6791,443421,0,59501,Loss,13.42,High Cost,28,Male,Winter,Valentine,High Demand
293,2025-05-05,Cooler,Gift,West,103,263165,300169,18731,5398,324298,0,61133,Loss,18.85,Low Sales,18,Male,Spring,Diwali,Trending
294,2025-03-01,Laptop,Accessories,South,33,143550,94212,16062,13474,123748,19802,0,Profit,0,None,32,Female,Monsoon,Holi,Trending
295,2025-01-01,Watch,Food,South,166,576020,591640,9012,11026,611678,0,35658,Loss,5.83,High Cost,28,Male,Spring,Diwali,Seasonal Spike
296,2025-07-04,Backpack,Electronics,North,71,317725,315072,11251,8692,335015,0,17290,Loss,5.16,Off Season,46,Female,Spring,Ugadi,Seasonal Spike
297,2025-06-26,Mobile,Food,West,160,391840,359629,5087,5218,369934,21906,0,Profit,0,None,35,Female,Summer,Ugadi,High Demand
298,2025-03-14,Laptop,Electronics,West,50,114800,99020,19200,5793,124013,0,9213,Loss,7.43,High Logistics,44,Male,Spring,Holi,Stable
299,2025-06-20,AC,Fashion,South,59,260839,216308,5683,14857,236848,23991,0,Profit,0,None,20,Female,Spring,None,Stable
300,2025-06-18,Jeans,Gift,South,44,182336,161841,7533,10710,180084,2252,0,Profit,0,None,20,Male,Winter,None,High Demand
301,2025-02-27,Shoes,Accessories,East,189,832734,784167,8102,13251,805520,27214,0,Profit,0,None,31,Female,Summer,Diwali,High Demand
302,2025-04-01,Watch,Fashion,West,21,45108,71820,7001,9416,88237,0,43129,Loss,48.88,High Cost,43,Female,Summer,Ugadi,High Demand
303,2025-07-06,Cooler,Accessories,East,78,301782,308007,10955,10062,329024,0,27242,Loss,8.28,High Cost,33,Male,Spring,Valentine,High Demand
304,2025-03-30,Saree,Fashion,East,32,143232,102011,6180,14982,123173,20059,0,Profit,0,None,28,Male,Monsoon,Diwali,Stable
305,2025-04-01,AC,Gift,North,104,119600,91318,14328,13733,119379,221,0,Profit,0,None,35,Male,Monsoon,None,Stable
306,2025-06-19,AC,Electronics,South,173,413989,386702,18066,9212,413980,9,0,Profit,0,None,29,Male,Summer,Ugadi,Low Demand
307,2025-06-02,Backpack,Electronics,East,78,271986,278036,18459,10299,306794,0,34808,Loss,11.35,High Cost,18,Female,Monsoon,None,Stable
308,2025-07-20,Laptop,Accessories,East,180,369900,390173,13924,7139,411236,0,41336,Loss,10.05,Off Season,31,Male,Summer,Ugadi,Low Demand
309,2025-01-25,AC,Gift,West,28,81564,116690,5201,6115,128006,0,46442,Loss,36.28,Low Sales,48,Male,Spring,Valentine,Trending
310,2025-02-10,Umbrella,Fashion,West,95,367555,411094,15727,6621,433442,0,65887,Loss,15.2,Off Season,34,Male,Spring,Valentine,Stable
311,2025-07-04,Backpack,Food,West,169,386503,399567,9656,10034,419257,0,32754,Loss,7.81,High Logistics,50,Male,Winter,Ugadi,Trending
312,2025-04-20,Jeans,Fashion,South,60,216780,188996,11284,5438,205718,11062,0,Profit,0,None,22,Female,Spring,None,Trending
313,2025-04-01,Mobile,Accessories,South,92,124476,152880,6282,12872,172034,0,47558,Loss,27.64,High Logistics,36,Male,Summer,Diwali,High Demand
314,2025-06-11,Umbrella,Electronics,North,21,38367,47470,15351,8154,70975,0,32608,Loss,45.94,High Cost,22,Male,Summer,Valentine,Stable
315,2025-02-18,Gift Hampers,Electronics,South,114,445968,438150,5598,12016,455764,0,9796,Loss,2.15,Low Sales,23,Male,Spring,Diwali,Seasonal Spike
316,2025-04-01,Smartphone,Gift,East,78,194376,171297,14796,5345,191438,2938,0,Profit,0,None,18,Female,Summer,Valentine,High Demand
317,2025-05-12,Sweets,Electronics,East,167,594353,628224,18459,12177,658860,0,64507,Loss,9.79,High Logistics,34,Female,Monsoon,Valentine,Low Demand
318,2025-01-22,T-Shirt,Gift,North,106,308142,287685,10080,12048,309813,0,1671,Loss,0.54,High Logistics,25,Male,Spring,None,Trending
319,2025-06-12,Backpack,Gift,East,118,418310,395803,6411,6017,408231,10079,0,Profit,0,None,31,Female,Summer,Valentine,High Demand
320,2025-07-01,Laptop,Gift,North,23,76958,115945,6543,6261,128749,0,51791,Loss,40.23,Low Sales,37,Female,Winter,Diwali,Trending
321,2025-02-17,Watch,Gift,East,89,287737,337035,8690,9170,354895,0,67158,Loss,18.92,High Cost,42,Male,Summer,Ugadi,Low Demand
322,2025-01-27,T-Shirt,Electronics,East,39,42783,66338,17849,5653,89840,0,47057,Loss,52.38,High Logistics,48,Female,Spring,Holi,Seasonal Spike
323,2025-05-25,Shoes,Accessories,South,175,321825,361786,15451,12571,389808,0,67983,Loss,17.44,High Logistics,31,Female,Winter,Diwali,Stable
324,2025-07-17,Backpack,Accessories,South,42,109914,154452,7781,14128,176361,0,66447,Loss,37.68,High Logistics,47,Male,Spring,None,High Demand
325,2025-04-24,Sweets,Electronics,South,74,81696,48943,5531,14978,69452,12244,0,Profit,0,None,35,Female,Spring,Valentine,Seasonal Spike
326,2025-03-02,Sweets,Food,North,171,759924,720548,5628,5610,731786,28138,0,Profit,0,None,21,Male,Monsoon,Holi,Trending
327,2025-07-12,Cooler,Electronics,South,26,97188,58288,9122,11805,79215,17973,0,Profit,0,None,35,Male,Summer,None,Stable
328,2025-05-09,Laptop,Accessories,West,180,356400,355193,19373,14102,388668,0,32268,Loss,8.3,High Logistics,34,Female,Summer,Valentine,High Demand
329,2025-03-04,TV,Fashion,East,107,247170,275836,6353,13967,296156,0,48986,Loss,16.54,Off Season,32,Female,Monsoon,Holi,Trending
330,2025-02-09,Cooler,Accessories,South,124,380184,363918,9107,12405,385430,0,5246,Loss,1.36,High Logistics,28,Female,Spring,Ugadi,Trending
331,2025-04-05,Mobile,Gift,North,140,487900,509137,6666,8613,524416,0,36516,Loss,6.96,Low Sales,38,Female,Monsoon,Holi,High Demand
332,2025-04-24,Laptop,Gift,East,145,147320,143527,9640,9436,162603,0,15283,Loss,9.4,Low Sales,46,Female,Monsoon,Ugadi,Low Demand
333,2025-03-08,T-Shirt,Fashion,South,116,332572,307607,16948,14464,339019,0,6447,Loss,1.9,High Cost,27,Female,Monsoon,Ugadi,High Demand
334,2025-01-03,Raincoat,Accessories,East,177,313467,324500,17814,13771,356085,0,42618,Loss,11.97,Off Season,38,Male,Winter,Diwali,Seasonal Spike
335,2025-05-17,Mobile,Food,North,183,706929,686571,6469,8093,701133,5796,0,Profit,0,None,22,Female,Monsoon,Holi,Stable
336,2025-07-17,Jeans,Electronics,West,91,279734,251156,9873,14493,275522,4212,0,Profit,0,None,38,Female,Spring,Ugadi,Low Demand
337,2025-02-16,Mobile,Accessories,North,81,155520,173662,15882,14106,203650,0,48130,Loss,23.63,High Logistics,21,Male,Summer,Diwali,Trending
